1, plains, minecraft:plains, MONSTER, minecraft:spider, 30, 4, 4
865, extreme_hills, minecraft:frozen_peaks, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
866, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
867, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
868, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 30, 4, 4
869, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 30, 4, 4
870, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
871, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 30, 4, 4
872, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 30, 4, 4
873, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 5, 1, 4
874, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
875, extreme_hills, minecraft:jagged_peaks, MONSTER, quark:toretoise, 30, 2, 4
876, extreme_hills, minecraft:jagged_peaks, MONSTER, quark:stoneling, 30, 1, 1
877, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
878, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
879, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 5, 1, 3
880, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
881, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
882, extreme_hills, minecraft:jagged_peaks, CREATURE, quark:shiba, 30, 1, 3
883, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:drygmy, 3, 1, 2
884, extreme_hills, minecraft:jagged_peaks, CREATURE, finsandtails:wherble, 3, 2, 6
885, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
886, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmounts:griffon, 10, 1, 1
887, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
888, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
889, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 30, 4, 4
890, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 30, 4, 4
891, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
892, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 30, 4, 4
893, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 30, 4, 4
894, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
895, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
896, extreme_hills, minecraft:stony_peaks, MONSTER, quark:toretoise, 30, 2, 4
897, extreme_hills, minecraft:stony_peaks, MONSTER, quark:stoneling, 30, 1, 1
898, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:hills_creeper, 30, 2, 2
899, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
900, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
901, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
902, extreme_hills, minecraft:stony_peaks, CREATURE, quark:shiba, 30, 1, 3
903, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:drygmy, 3, 1, 2
904, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
905, extreme_hills, minecraft:stony_peaks, CREATURE, environmental:yak, 8, 2, 4
906, extreme_hills, minecraft:stony_peaks, CREATURE, mythicmounts:griffon, 10, 1, 1
907, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
908, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
909, river, minecraft:river, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
910, river, minecraft:river, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
911, river, minecraft:river, CREATURE, cnb:little_grebe, 30, 2, 3
912, river, minecraft:river, CREATURE, ars_nouveau:drygmy, 3, 1, 2
913, river, minecraft:river, CREATURE, environmental:duck, 1, 1, 2
914, river, minecraft:river, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
915, river, minecraft:river, CREATURE, upgrade_aquatic:goose, 5, 1, 3
916, river, minecraft:river, CREATURE, meadow:water_buffalo, 5, 1, 3
917, river, minecraft:river, CREATURE, environmental:duck, 5, 1, 3
918, river, minecraft:river, CREATURE, finsandtails:flatback_leaf_snail, 3, 1, 1
919, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
920, river, minecraft:river, AMBIENT, finsandtails:river_pebble_snail, 10, 1, 2
921, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
922, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
923, river, minecraft:river, WATER_CREATURE, crittersandcompanions:otter, 2, 3, 5
924, river, minecraft:river, WATER_CREATURE, finsandtails:papa_wee, 5, 1, 2
925, river, minecraft:river, WATER_CREATURE, finsandtails:golden_river_ray, 10, 1, 3
926, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
927, river, minecraft:river, WATER_AMBIENT, crittersandcompanions:koi_fish, 4, 2, 5
928, river, minecraft:river, WATER_AMBIENT, finsandtails:wee_wee, 10, 3, 3
929, river, minecraft:river, WATER_AMBIENT, aquaculture:arapaima, 5, 1, 1
930, river, minecraft:river, WATER_AMBIENT, aquaculture:brown_trout, 5, 1, 4
931, river, minecraft:river, WATER_AMBIENT, aquaculture:gar, 5, 1, 1
932, river, minecraft:river, WATER_AMBIENT, aquaculture:catfish, 5, 1, 3
933, river, minecraft:frozen_river, MONSTER, minecraft:spider, 30, 4, 4
934, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 30, 4, 4
935, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
936, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 30, 4, 4
937, river, minecraft:frozen_river, MONSTER, minecraft:slime, 30, 4, 4
938, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
939, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
940, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 1, 1, 1
941, river, minecraft:frozen_river, MONSTER, quark:toretoise, 30, 2, 4
942, river, minecraft:frozen_river, MONSTER, quark:stoneling, 30, 1, 1
943, river, minecraft:frozen_river, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
944, river, minecraft:frozen_river, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
945, river, minecraft:frozen_river, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
946, river, minecraft:frozen_river, CREATURE, ecologics:penguin, 2, 4, 5
947, river, minecraft:frozen_river, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
948, river, minecraft:frozen_river, CREATURE, ars_nouveau:drygmy, 3, 1, 2
949, river, minecraft:frozen_river, CREATURE, finsandtails:wherble, 3, 2, 6
950, river, minecraft:frozen_river, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
951, river, minecraft:frozen_river, CREATURE, upgrade_aquatic:goose, 5, 1, 3
952, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
953, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
954, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
955, river, minecraft:frozen_river, WATER_CREATURE, finsandtails:papa_wee, 5, 1, 2
956, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
957, river, minecraft:frozen_river, WATER_AMBIENT, finsandtails:wee_wee, 10, 3, 3
958, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:brown_trout, 5, 1, 4
959, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:gar, 5, 1, 1
960, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:atlantic_cod, 5, 1, 3
961, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:blackfish, 5, 1, 4
962, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:pacific_halibut, 5, 1, 1
963, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:atlantic_halibut, 5, 1, 1
964, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:atlantic_herring, 5, 1, 3
965, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:pink_salmon, 5, 1, 4
966, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:pollock, 5, 1, 2
967, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:rainbow_trout, 5, 1, 3
968, beach, minecraft:beach, MONSTER, minecraft:spider, 30, 4, 4
969, beach, minecraft:beach, MONSTER, minecraft:zombie, 30, 4, 4
970, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
971, beach, minecraft:beach, MONSTER, minecraft:skeleton, 30, 4, 4
972, beach, minecraft:beach, MONSTER, minecraft:slime, 30, 4, 4
973, beach, minecraft:beach, MONSTER, minecraft:enderman, 5, 1, 4
974, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
975, beach, minecraft:beach, MONSTER, quark:toretoise, 30, 2, 4
976, beach, minecraft:beach, MONSTER, quark:stoneling, 30, 1, 1
977, beach, minecraft:beach, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
978, beach, minecraft:beach, MONSTER, creeperoverhaul:beach_creeper, 30, 2, 2
979, beach, minecraft:beach, CREATURE, minecraft:turtle, 5, 2, 5
980, beach, minecraft:beach, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
981, beach, minecraft:beach, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
982, beach, minecraft:beach, CREATURE, quark:crab, 5, 1, 3
983, beach, minecraft:beach, CREATURE, ars_nouveau:drygmy, 3, 1, 2
984, beach, minecraft:beach, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
985, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
986, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
987, beach, minecraft:beach, WATER_CREATURE, finsandtails:penglil, 20, 3, 5
988, beach, minecraft:beach, WATER_CREATURE, finsandtails:rubber_belly_glider, 10, 1, 2
989, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 30, 4, 4
990, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 30, 4, 4
991, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
992, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 30, 4, 4
993, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 30, 4, 4
994, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
995, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
996, beach, minecraft:snowy_beach, MONSTER, quark:toretoise, 30, 2, 4
997, beach, minecraft:snowy_beach, MONSTER, quark:stoneling, 30, 1, 1
998, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
999, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:beach_creeper, 30, 2, 2
1000, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
1001, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1002, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1003, beach, minecraft:snowy_beach, CREATURE, quark:crab, 5, 1, 3
1004, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1005, beach, minecraft:snowy_beach, CREATURE, finsandtails:wherble, 3, 2, 6
1006, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1007, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1008, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1009, beach, minecraft:snowy_beach, WATER_CREATURE, finsandtails:penglil, 10, 3, 5
1010, beach, minecraft:snowy_beach, WATER_CREATURE, finsandtails:rubber_belly_glider, 10, 1, 2
1011, none, minecraft:stony_shore, MONSTER, minecraft:spider, 30, 4, 4
1012, none, minecraft:stony_shore, MONSTER, minecraft:zombie, 30, 4, 4
1013, none, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 5, 1, 1
1014, none, minecraft:stony_shore, MONSTER, minecraft:skeleton, 30, 4, 4
1015, none, minecraft:stony_shore, MONSTER, minecraft:creeper, 30, 4, 4
1016, none, minecraft:stony_shore, MONSTER, minecraft:slime, 30, 4, 4
1017, none, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
1018, none, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
1019, none, minecraft:stony_shore, MONSTER, quark:toretoise, 30, 2, 4
1020, none, minecraft:stony_shore, MONSTER, quark:stoneling, 30, 1, 1
1021, none, minecraft:stony_shore, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1022, none, minecraft:stony_shore, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1023, none, minecraft:stony_shore, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1024, none, minecraft:stony_shore, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1025, none, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1026, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1027, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1028, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 30, 4, 4
1029, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1030, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1031, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1032, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 30, 4, 4
1033, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1034, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1035, ocean, minecraft:warm_ocean, MONSTER, quark:toretoise, 30, 2, 4
1036, ocean, minecraft:warm_ocean, MONSTER, quark:stoneling, 30, 1, 1
1037, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1038, ocean, minecraft:warm_ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1039, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1040, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1041, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1042, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1043, ocean, minecraft:warm_ocean, CREATURE, mythicmounts:nudibranch, 30, 3, 5
1044, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1045, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1046, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 30, 4, 4
1047, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 2, 1, 2
1048, ocean, minecraft:warm_ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1049, ocean, minecraft:warm_ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1050, ocean, minecraft:warm_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1051, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1052, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1053, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 15, 1, 1
1054, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 4
1055, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 8, 1, 1
1056, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 30, 1, 4
1057, ocean, minecraft:warm_ocean, WATER_AMBIENT, finsandtails:spindly_gem_crab, 30, 2, 6
1058, ocean, minecraft:warm_ocean, WATER_AMBIENT, finsandtails:ornate_bugfish, 10, 4, 6
1059, ocean, minecraft:warm_ocean, WATER_AMBIENT, finsandtails:banded_redback_shrimp, 10, 1, 3
1060, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1061, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1062, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
1063, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 30, 4, 4
1064, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1065, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1066, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1067, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 30, 4, 4
1068, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1069, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1070, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1071, ocean, minecraft:lukewarm_ocean, MONSTER, quark:toretoise, 30, 2, 4
1072, ocean, minecraft:lukewarm_ocean, MONSTER, quark:stoneling, 30, 1, 1
1073, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1074, ocean, minecraft:lukewarm_ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1075, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1076, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1077, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1078, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1079, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmounts:archelon, 20, 1, 1
1080, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1081, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1082, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 2
1083, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 2, 1, 2
1084, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1085, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1086, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1087, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1088, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
1089, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1090, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 3
1091, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 6, 1, 1
1092, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 30, 1, 4
1093, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, finsandtails:spindly_gem_crab, 30, 2, 6
1094, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, finsandtails:ornate_bugfish, 10, 4, 6
1095, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, finsandtails:banded_redback_shrimp, 10, 1, 3
1096, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1097, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1098, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
1099, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 30, 4, 4
1100, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 1, 1, 1
1101, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1102, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1103, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1104, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 30, 4, 4
1105, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1106, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1107, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1108, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise, 30, 2, 4
1109, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling, 30, 1, 1
1110, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1111, ocean, minecraft:deep_lukewarm_ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1112, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1113, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1114, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1115, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1116, ocean, minecraft:deep_lukewarm_ocean, CREATURE, mythicmounts:archelon, 20, 1, 1
1117, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1118, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1119, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1120, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 2, 1, 2
1121, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, finsandtails:gopjet, 10, 1, 2
1122, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, finsandtails:night_light_squid, 10, 2, 4
1123, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1124, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1125, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1126, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 8, 3, 6
1127, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
1128, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1129, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 3
1130, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 6, 1, 1
1131, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 30, 1, 4
1132, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, finsandtails:spindly_gem_crab, 30, 2, 6
1133, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, finsandtails:ornate_bugfish, 10, 4, 6
1134, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, finsandtails:high_finned_blue, 10, 4, 6
1135, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, finsandtails:banded_redback_shrimp, 10, 1, 3
1136, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1137, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1138, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
1139, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 4, 4
1140, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 30, 4, 4
1141, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1142, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1143, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 30, 4, 4
1144, ocean, minecraft:ocean, MONSTER, minecraft:slime, 30, 4, 4
1145, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1146, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1147, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 5, 1, 1
1148, ocean, minecraft:ocean, MONSTER, quark:toretoise, 30, 2, 4
1149, ocean, minecraft:ocean, MONSTER, quark:stoneling, 30, 1, 1
1150, ocean, minecraft:ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1151, ocean, minecraft:ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1152, ocean, minecraft:ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1153, ocean, minecraft:ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1154, ocean, minecraft:ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1155, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1156, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1157, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1158, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 1, 1, 2
1159, ocean, minecraft:ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1160, ocean, minecraft:ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1161, ocean, minecraft:ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
