1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
367, ctov:medium/village_dark_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
368, terralith:spire, HEADING, header:ignore, 0, 0, 0
369, bettermineshafts:mineshaft_overgrown, HEADING, header:ignore, 0, 0, 0
370, terralith:zpointer/minecraft_deep_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
371, terralith:zpointer/minecraft_stony_shore, HEADING, header:ignore, 0, 0, 0
372, explorify:supply_cache/mangrove, HEADING, header:ignore, 0, 0, 0
373, terralith:zpointer/minecraft_windswept_gravelly_hills, HEADING, header:ignore, 0, 0, 0
374, terralith:zpointer/terralith_sakura_grove, HEADING, header:ignore, 0, 0, 0
375, idas:fishermans_lodge, HEADING, header:ignore, 0, 0, 0
376, terralith:zpointer/terralith_arid_highlands, HEADING, header:ignore, 0, 0, 0
377, terralith:zpointer/minecraft_savanna_plateau, HEADING, header:ignore, 0, 0, 0
378, terralith:zpointer/terralith_yosemite_cliffs, HEADING, header:ignore, 0, 0, 0
379, terralith:zpointer/terralith_mountain_steppe, HEADING, header:ignore, 0, 0, 0
380, explorify:desert_shrine, HEADING, header:ignore, 0, 0, 0
381, totw_reworked:jungle, HEADING, header:ignore, 0, 0, 0
382, terralith:underground/mining_outpost, HEADING, header:ignore, 0, 0, 0
383, netherdepthsupgrade:nether_fortress_piece, HEADING, header:ignore, 0, 0, 0
384, netherdepthsupgrade:nether_fortress_piece, WATER_AMBIENT, netherdepthsupgrade:blazefish, 10, 3, 4
385, terralith:zpointer/terralith_snowy_badlands, HEADING, header:ignore, 0, 0, 0
386, terralith:zpointer/terralith_yellowstone, HEADING, header:ignore, 0, 0, 0
387, ctov:small/village_taiga, HEADING, header:ignore, 0, 0, 0
388, ctov:small/village_taiga, CREATURE, mythicmounts:firebird, 10, 1, 1
389, ctov:small/village_dark_forest, HEADING, header:ignore, 0, 0, 0
390, ctov:small/village_dark_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
391, idas:desert_camp/desert_camp, HEADING, header:ignore, 0, 0, 0
392, beautify:botanist_house_plains, HEADING, header:ignore, 0, 0, 0
393, ctov:small/village_savanna, HEADING, header:ignore, 0, 0, 0
394, ctov:small/village_savanna, CREATURE, mythicmounts:firebird, 10, 1, 1
395, terralith:zpointer/terralith_warped_mesa, HEADING, header:ignore, 0, 0, 0
396, ctov:large/village_mesa, HEADING, header:ignore, 0, 0, 0
397, ctov:large/village_mesa, CREATURE, mythicmounts:firebird, 10, 1, 1
398, incendium:quartz_kitchen, HEADING, header:ignore, 0, 0, 0
399, ctov:small/village_swamp, HEADING, header:ignore, 0, 0, 0
400, ctov:small/village_swamp, CREATURE, mythicmounts:firebird, 10, 1, 1
401, ctov:medium/village_plains, HEADING, header:ignore, 0, 0, 0
402, ctov:medium/village_plains, CREATURE, mythicmounts:firebird, 10, 1, 1
403, terralith:zpointer/minecraft_deep_warm_ocean, HEADING, header:ignore, 0, 0, 0
404, idas:lumber_camp/lumber_camp_birch, HEADING, header:ignore, 0, 0, 0
405, idas:nexus, HEADING, header:ignore, 0, 0, 0
406, idas:nexus, MONSTER, minecraft:silverfish, 3, 1, 4
407, idas:nexus, MONSTER, quark:wraith, 3, 1, 4
408, terralith:zpointer/terralith_tropical_jungle, HEADING, header:ignore, 0, 0, 0
409, friendsandfoes:illusioner_training_grounds, HEADING, header:ignore, 0, 0, 0
410, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:illusioner, 1, 1, 1
411, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:pillager, 2, 1, 2
412, ctov:large/village_desert, HEADING, header:ignore, 0, 0, 0
413, ctov:large/village_desert, CREATURE, mythicmounts:firebird, 10, 1, 1
414, ctov:pillager_outpost_mountain, HEADING, header:ignore, 0, 0, 0
415, ctov:pillager_outpost_mountain, MONSTER, minecraft:pillager, 5, 1, 1
416, ctov:pillager_outpost_mountain, MONSTER, minecraft:evoker, 1, 1, 1
417, ctov:pillager_outpost_mountain, MONSTER, minecraft:vindicator, 2, 1, 1
418, ctov:pillager_outpost_mountain, MONSTER, minecraft:witch, 2, 1, 1
419, idas:witches_treestump, HEADING, header:ignore, 0, 0, 0
420, idas:witches_treestump, MONSTER, minecraft:witch, 1, 1, 1
421, idas:witches_treestump, CREATURE, minecraft:cat, 1, 1, 1
422, idas:ancient_portal/nether_ancient_portal, HEADING, header:ignore, 0, 0, 0
423, idas:ancient_portal/nether_ancient_portal, MONSTER, quark:wraith, 10, 1, 1
424, structory:boat, HEADING, header:ignore, 0, 0, 0
425, idas:bearclaw_inn, HEADING, header:ignore, 0, 0, 0
426, structory:graveyard, HEADING, header:ignore, 0, 0, 0
427, terralith:zpointer/terralith_rocky_jungle, HEADING, header:ignore, 0, 0, 0
428, terralith:zpointer/terralith_yosemite_lowlands, HEADING, header:ignore, 0, 0, 0
429, bettermineshafts:mineshaft_acacia, HEADING, header:ignore, 0, 0, 0
430, betterwitchhuts:witch_hut, HEADING, header:ignore, 0, 0, 0
431, betterwitchhuts:witch_hut, MONSTER, minecraft:witch, 1, 1, 1
432, betterwitchhuts:witch_hut, CREATURE, minecraft:cat, 1, 1, 1
433, explorify:supply_cache/birch, HEADING, header:ignore, 0, 0, 0
434, explorify:supply_cache/taiga, HEADING, header:ignore, 0, 0, 0
435, explorify:black_spiral, HEADING, header:ignore, 0, 0, 0
436, terralith:zpointer/minecraft_windswept_savanna, HEADING, header:ignore, 0, 0, 0
437, incendium:piglin_village, HEADING, header:ignore, 0, 0, 0
438, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
439, ctov:pillager_outpost_swamp, MONSTER, minecraft:pillager, 5, 1, 1
440, ctov:pillager_outpost_swamp, MONSTER, minecraft:evoker, 1, 1, 1
441, ctov:pillager_outpost_swamp, MONSTER, minecraft:vindicator, 2, 1, 1
442, ctov:pillager_outpost_swamp, MONSTER, minecraft:witch, 2, 1, 1
443, incendium:ruined_lab, HEADING, header:ignore, 0, 0, 0
444, terralith:zpointer/terralith_warm_river, HEADING, header:ignore, 0, 0, 0
445, structory:taiga_ruin_surface, HEADING, header:ignore, 0, 0, 0
446, betterdungeons:small_dungeon, HEADING, header:ignore, 0, 0, 0
447, terralith:zpointer/minecraft_jungle, HEADING, header:ignore, 0, 0, 0
448, idas:desert_camp/desert_camp_orange, HEADING, header:ignore, 0, 0, 0
449, terralith:zpointer/minecraft_taiga, HEADING, header:ignore, 0, 0, 0
450, terralith:zpointer/terralith_snowy_shield, HEADING, header:ignore, 0, 0, 0
451, idas:lumber_camp/lumber_camp_acacia, HEADING, header:ignore, 0, 0, 0
452, terralith:zpointer/terralith_lavender_forest, HEADING, header:ignore, 0, 0, 0
453, idas:haunted_manor, HEADING, header:ignore, 0, 0, 0
454, idas:haunted_manor, MONSTER, quark:wraith, 3, 3, 4
455, idas:lumber_camp/lumber_camp_bygmahogany, HEADING, header:ignore, 0, 0, 0
456, friendsandfoes:illusioner_shack, HEADING, header:ignore, 0, 0, 0
457, friendsandfoes:illusioner_shack, MONSTER, minecraft:illusioner, 1, 1, 1
458, terralith:zpointer/terralith_skylands_summer, HEADING, header:ignore, 0, 0, 0
459, idas:abandonedhouse, HEADING, header:ignore, 0, 0, 0
460, idas:ancient_portal/ancient_portal, HEADING, header:ignore, 0, 0, 0
461, idas:ancient_portal/ancient_portal, MONSTER, minecraft:silverfish, 3, 1, 4
462, idas:ancient_portal/ancient_portal, MONSTER, quark:wraith, 3, 1, 4
463, ctov:medium/village_beach, HEADING, header:ignore, 0, 0, 0
464, ctov:medium/village_beach, CREATURE, mythicmounts:firebird, 10, 1, 1
465, terralith:zpointer/minecraft_windswept_hills, HEADING, header:ignore, 0, 0, 0
466, terralith:zpointer/terralith_granite_cliffs, HEADING, header:ignore, 0, 0, 0
467, terralith:zpointer/terralith_basalt_cliffs, HEADING, header:ignore, 0, 0, 0
468, terralith:zpointer/terralith_volcanic_peaks, HEADING, header:ignore, 0, 0, 0
469, idas:lumber_camp/lumber_camp_spruce, HEADING, header:ignore, 0, 0, 0
470, hexerei:nature_coven, HEADING, header:ignore, 0, 0, 0
471, explorify:watchtower/plains, HEADING, header:ignore, 0, 0, 0
472, nullscape:phantom_nest, HEADING, header:ignore, 0, 0, 0
473, idas:beekeepers_house, HEADING, header:ignore, 0, 0, 0
474, terralith:zpointer/terralith_hot_shrubland, HEADING, header:ignore, 0, 0, 0
475, terralith:zpointer/minecraft_deep_cold_ocean, HEADING, header:ignore, 0, 0, 0
476, terralith:zpointer/terralith_savanna_slopes, HEADING, header:ignore, 0, 0, 0
477, terralith:zpointer/terralith_wintry_forest, HEADING, header:ignore, 0, 0, 0
478, bettermineshafts:mineshaft_spruce_snowy, HEADING, header:ignore, 0, 0, 0
479, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
480, terralith:zpointer/terralith_amethyst_canyon, HEADING, header:ignore, 0, 0, 0
481, terralith:zpointer/minecraft_stony_peaks, HEADING, header:ignore, 0, 0, 0
482, terralith:zpointer/terralith_cold_shrubland, HEADING, header:ignore, 0, 0, 0
483, ctov:medium/village_mesa, HEADING, header:ignore, 0, 0, 0
484, ctov:medium/village_mesa, CREATURE, mythicmounts:firebird, 10, 1, 1
485, structory:outcast_villager_desert, HEADING, header:ignore, 0, 0, 0
486, explorify:watchtower/savanna, HEADING, header:ignore, 0, 0, 0
487, terralith:zpointer/terralith_desert_oasis, HEADING, header:ignore, 0, 0, 0
488, idas:sunken_ship/sunken_ship_coral, HEADING, header:ignore, 0, 0, 0
489, idas:sunken_ship/sunken_ship_coral, MONSTER, quark:wraith, 5, 1, 2
490, terralith:zpointer/terralith_snowy_maple_forest, HEADING, header:ignore, 0, 0, 0
491, terralith:zpointer/terralith_painted_mountains, HEADING, header:ignore, 0, 0, 0
492, terralith:zpointer/minecraft_sparse_jungle, HEADING, header:ignore, 0, 0, 0
493, terralith:zpointer/minecraft_jagged_peaks, HEADING, header:ignore, 0, 0, 0
494, ctov:large/village_beach, HEADING, header:ignore, 0, 0, 0
495, ctov:large/village_beach, CREATURE, mythicmounts:firebird, 10, 1, 1
496, minecraft:village_meadow, HEADING, header:ignore, 0, 0, 0
497, minecraft:village_meadow, CREATURE, mythicmounts:firebird, 10, 1, 1
498, idas:enchantingtower, HEADING, header:ignore, 0, 0, 0
499, terralith:zpointer/terralith_siberian_taiga, HEADING, header:ignore, 0, 0, 0
500, terralith:zpointer/terralith_rocky_mountains, HEADING, header:ignore, 0, 0, 0
501, terralith:zpointer/terralith_stony_spires, HEADING, header:ignore, 0, 0, 0
502, idas:iceandfire/dread_citadel, HEADING, header:ignore, 0, 0, 0
503, explorify:watchtower/taiga, HEADING, header:ignore, 0, 0, 0
504, ctov:small/village_mesa, HEADING, header:ignore, 0, 0, 0
505, ctov:small/village_mesa, CREATURE, mythicmounts:firebird, 10, 1, 1
506, structory:old_manor, HEADING, header:ignore, 0, 0, 0
507, idas:ruins_of_the_deep, HEADING, header:ignore, 0, 0, 0
508, terralith:zpointer/terralith_forested_highlands, HEADING, header:ignore, 0, 0, 0
509, meadow:bench, HEADING, header:ignore, 0, 0, 0
510, meadow:bench, CREATURE, minecraft:pig, 1, 1, 4
511, totw_reworked:derelict, HEADING, header:ignore, 0, 0, 0
512, terralith:zpointer/minecraft_frozen_peaks, HEADING, header:ignore, 0, 0, 0
513, ctov:medium/village_taiga, HEADING, header:ignore, 0, 0, 0
514, ctov:medium/village_taiga, CREATURE, mythicmounts:firebird, 10, 1, 1
515, terralith:zpointer/minecraft_deep_frozen_ocean, HEADING, header:ignore, 0, 0, 0
516, terralith:zpointer/minecraft_lukewarm_ocean, HEADING, header:ignore, 0, 0, 0
517, terralith:zpointer/minecraft_flower_forest, HEADING, header:ignore, 0, 0, 0
518, incendium:pipeline, HEADING, header:ignore, 0, 0, 0
519, idas:lumber_camp/lumber_camp_jungle, HEADING, header:ignore, 0, 0, 0
520, ctov:large/village_underground, HEADING, header:ignore, 0, 0, 0
521, idas:wizard_tower, HEADING, header:ignore, 0, 0, 0
522, terralith:zpointer/terralith_blooming_plateau, HEADING, header:ignore, 0, 0, 0
523, incendium:infernal_altar, HEADING, header:ignore, 0, 0, 0
524, terralith:zpointer/terralith_moonlight_valley, HEADING, header:ignore, 0, 0, 0
525, idas:animal_den/forest_den, HEADING, header:ignore, 0, 0, 0
526, structory:abandoned_camp, HEADING, header:ignore, 0, 0, 0
527, terralith:zpointer/terralith_caldera, HEADING, header:ignore, 0, 0, 0
528, ctov:medium/village_jungle, HEADING, header:ignore, 0, 0, 0
529, ctov:medium/village_jungle, CREATURE, mythicmounts:firebird, 10, 1, 1
530, idas:pillager_fortress, HEADING, header:ignore, 0, 0, 0
531, terralith:zpointer/minecraft_warm_ocean, HEADING, header:ignore, 0, 0, 0
532, explorify:supply_cache/jungle, HEADING, header:ignore, 0, 0, 0
533, terralith:zpointer/minecraft_lush_caves, HEADING, header:ignore, 0, 0, 0
534, terralith:zpointer/minecraft_birch_forest, HEADING, header:ignore, 0, 0, 0
535, terralith:zpointer/terralith_volcanic_crater, HEADING, header:ignore, 0, 0, 0
536, idas:lumber_camp/lumber_camp_bopmahogany, HEADING, header:ignore, 0, 0, 0
537, structory:abandoned_chapel, HEADING, header:ignore, 0, 0, 0
538, bettermineshafts:mineshaft_red_desert, HEADING, header:ignore, 0, 0, 0
539, idas:winter_wagon, HEADING, header:ignore, 0, 0, 0
540, hexerei:dark_coven, HEADING, header:ignore, 0, 0, 0
541, terralith:zpointer/minecraft_mushroom_fields, HEADING, header:ignore, 0, 0, 0
542, idas:ancient_statue/ancient_statue_jungle, HEADING, header:ignore, 0, 0, 0
543, friendsandfoes:citadel, HEADING, header:ignore, 0, 0, 0
544, friendsandfoes:citadel, MONSTER, minecraft:blaze, 1, 1, 2
545, structory:jungle_ruin, HEADING, header:ignore, 0, 0, 0
546, structory:jungle_ruin, MONSTER, minecraft:creeper, 10, 4, 4
547, ctov:large/village_snowy, HEADING, header:ignore, 0, 0, 0
548, ctov:large/village_snowy, CREATURE, mythicmounts:firebird, 10, 1, 1
549, ctov:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
550, ctov:pillager_outpost_taiga, MONSTER, minecraft:pillager, 5, 1, 1
551, ctov:pillager_outpost_taiga, MONSTER, minecraft:evoker, 1, 1, 1
552, ctov:pillager_outpost_taiga, MONSTER, minecraft:vindicator, 2, 1, 1
553, ctov:pillager_outpost_taiga, MONSTER, minecraft:witch, 2, 1, 1
554, structory:ruin_grassy, HEADING, header:ignore, 0, 0, 0
555, bettermineshafts:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
